# Sensitivity Analysis Results
# ============================================================
# Timestamp,2025-12-25T00:33:06.601362
# Problem,frame_2_example_E1890
# Template,frame_2story
# Response Location,"(1.0, 4.0)"
#
# Material Properties
# E [Pa],1.890000e+11
# I [m^4],5.000000e-06
# EI [N.m^2],9.450000e+05
#
# Geometry
# Elements,60
# Nodes (primary),60
# Nodes (dual),61
# Total Length [m],12.000000
#
# Summary
# Total Sensitivity,4.481869e-05
# Max Sensitivity,1.787627e-04,Element 26
# Min Sensitivity,-1.379103e-04,Element 20
# Beams,20,Sum: 7.204154e-04
# Columns,40,Sum: -6.755967e-04
#
# ============================================================

Element_ID,Member_Type,Length_m,X_Center_m,Y_Center_m,M_Primary_Nm,M_Dual_Nm,Integral,dM_dEI
18,column,0.200000,0.000000,3.500000,1295.551500,203769.640000,5.279876e+07,-5.912350e-05
19,column,0.200000,0.000000,3.700000,1719.015100,245008.450000,8.423469e+07,-9.432512e-05
20,column,0.200000,0.000000,3.900000,2142.479200,287417.840000,1.231573e+08,-1.379103e-04
21,beam,0.200000,0.100000,4.000000,1454.245700,311000.780000,9.045431e+07,-1.012898e-04
22,beam,0.200000,0.300000,4.000000,-145.749620,315552.590000,-9.198334e+06,1.030020e-05
23,beam,0.200000,0.500000,4.000000,-1345.746100,321382.750000,-8.649992e+07,9.686170e-05
24,beam,0.200000,0.700000,4.000000,-2145.742900,328529.840000,-1.409881e+08,1.578770e-04
25,beam,0.200000,0.900000,4.000000,-2545.741000,313542.500000,-1.596396e+08,1.787627e-04
26,beam,0.200000,1.100000,4.000000,-2545.741000,313542.500000,-1.596396e+08,1.787627e-04
27,beam,0.200000,1.300000,4.000000,-2145.742900,328529.840000,-1.409881e+08,1.578770e-04
28,beam,0.200000,1.500000,4.000000,-1345.746100,321382.750000,-8.649992e+07,9.686170e-05
29,beam,0.200000,1.700000,4.000000,-145.749620,315552.590000,-9.198334e+06,1.030020e-05
30,beam,0.200000,1.900000,4.000000,1454.245700,311000.780000,9.045431e+07,-1.012898e-04
31,column,0.200000,2.000000,3.900000,2142.479200,287417.840000,1.231573e+08,-1.379103e-04
32,column,0.200000,2.000000,3.700000,1719.015100,245008.450000,8.423469e+07,-9.432512e-05
33,column,0.200000,2.000000,3.500000,1295.551500,203769.640000,5.279876e+07,-5.912350e-05
34,column,0.200000,2.000000,3.300000,872.088010,163121.080000,2.845120e+07,-3.185936e-05
35,column,0.200000,2.000000,3.100000,448.624480,122696.330000,1.100892e+07,-1.232767e-05
36,column,0.200000,2.000000,2.900000,25.160950,82294.805000,4.141231e+05,-4.637307e-07
37,column,0.200000,2.000000,2.700000,-398.302580,41839.125000,-3.332928e+06,3.732178e-06
38,column,0.200000,2.000000,2.500000,-821.766110,1334.432900,-2.193181e+05,2.455901e-07
39,column,0.200000,2.000000,2.300000,-1245.229600,-39172.062000,9.755647e+06,-1.092427e-05
40,column,0.200000,2.000000,2.100000,-1668.693200,-79631.805000,2.657621e+07,-2.975976e-05
41,column,0.200000,2.000000,1.900000,876.396480,-61369.328000,-1.075677e+07,1.204532e-05
42,column,0.200000,2.000000,1.700000,734.079530,-51440.340000,-7.552260e+06,8.456941e-06
43,column,0.200000,2.000000,1.500000,591.762630,-41522.160000,-4.914253e+06,5.502928e-06
44,column,0.200000,2.000000,1.300000,449.445710,-31608.785000,-2.841287e+06,3.181643e-06
45,column,0.200000,2.000000,1.100000,307.128810,-21696.725000,-1.332738e+06,1.492386e-06
46,column,0.200000,2.000000,0.900000,164.811920,-11784.395000,-3.884417e+05,4.349730e-07
47,column,0.200000,2.000000,0.700000,22.495008,-1871.517500,-8.419960e+03,9.428582e-09
48,column,0.200000,2.000000,0.500000,-119.821900,8041.471700,-1.927089e+05,2.157934e-07
49,column,0.200000,2.000000,0.300000,-262.138790,17954.027000,-9.412894e+05,1.054046e-06
50,column,0.200000,2.000000,0.100000,-404.455720,27866.086000,-2.254120e+06,2.524139e-06
51,beam,0.200000,0.100000,2.000000,1928.048500,33509.941000,1.292176e+07,-1.446965e-05
52,beam,0.200000,0.300000,2.000000,328.044280,33503.797000,2.198146e+06,-2.461461e-06
53,beam,0.200000,0.500000,2.000000,-871.958980,33499.188000,-5.841984e+06,6.541792e-06
54,beam,0.200000,0.700000,2.000000,-1671.960900,33496.113000,-1.120084e+07,1.254258e-05
55,beam,0.200000,0.900000,2.000000,-2071.961700,33494.578000,-1.387990e+07,1.554256e-05
56,beam,0.200000,1.100000,2.000000,-2071.961700,33494.578000,-1.387990e+07,1.554256e-05
57,beam,0.200000,1.300000,2.000000,-1671.960900,33496.113000,-1.120084e+07,1.254258e-05
58,beam,0.200000,1.500000,2.000000,-871.958980,33499.188000,-5.841984e+06,6.541792e-06
59,beam,0.200000,1.700000,2.000000,328.044280,33503.797000,2.198146e+06,-2.461461e-06
60,beam,0.200000,1.900000,2.000000,1928.048500,33509.941000,1.292176e+07,-1.446965e-05

TOTAL,,,,,,,,4.481869e-05
